date,tsla,date,appl,date,F,date,nvda,date,msft
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
1/2/2014 16:00:00,30.02,1/2/2014 16:00:00,19.75,1/2/2014 16:00:00,15.44,1/2/2014 16:00:00,15.86,1/2/2014 16:00:00,37.16
1/3/2014 16:00:00,29.91,1/3/2014 16:00:00,19.32,1/3/2014 16:00:00,15.51,1/3/2014 16:00:00,15.67,1/3/2014 16:00:00,36.91
1/6/2014 16:00:00,29.4,1/6/2014 16:00:00,19.43,1/6/2014 16:00:00,15.58,1/6/2014 16:00:00,15.88,1/6/2014 16:00:00,36.13
1/7/2014 16:00:00,29.87,1/7/2014 16:00:00,19.29,1/7/2014 16:00:00,15.38,1/7/2014 16:00:00,16.14,1/7/2014 16:00:00,36.41
1/8/2014 16:00:00,30.26,1/8/2014 16:00:00,19.41,1/8/2014 16:00:00,15.54,1/8/2014 16:00:00,16.36,1/8/2014 16:00:00,35.76
1/9/2014 16:00:00,29.51,1/9/2014 16:00:00,19.16,1/9/2014 16:00:00,15.84,1/9/2014 16:00:00,15.75,1/9/2014 16:00:00,35.53
1/10/2014 16:00:00,29.14,1/10/2014 16:00:00,19.03,1/10/2014 16:00:00,16.07,1/10/2014 16:00:00,15.73,1/10/2014 16:00:00,36.04
1/13/2014 16:00:00,27.87,1/13/2014 16:00:00,19.13,1/13/2014 16:00:00,16.11,1/13/2014 16:00:00,15.36,1/13/2014 16:00:00,34.98
1/14/2014 16:00:00,32.25,1/14/2014 16:00:00,19.51,1/14/2014 16:00:00,16.4,1/14/2014 16:00:00,15.84,1/14/2014 16:00:00,35.78
1/15/2014 16:00:00,32.83,1/15/2014 16:00:00,19.91,1/15/2014 16:00:00,16.7,1/15/2014 16:00:00,16.01,1/15/2014 16:00:00,36.76
1/16/2014 16:00:00,34.19,1/16/2014 16:00:00,19.79,1/16/2014 16:00:00,16.73,1/16/2014 16:00:00,16.06,1/16/2014 16:00:00,36.89
1/17/2014 16:00:00,34,1/17/2014 16:00:00,19.31,1/17/2014 16:00:00,16.52,1/17/2014 16:00:00,15.99,1/17/2014 16:00:00,36.38
1/21/2014 16:00:00,35.34,1/21/2014 16:00:00,19.61,1/21/2014 16:00:00,16.41,1/21/2014 16:00:00,16.05,1/21/2014 16:00:00,36.17
1/22/2014 16:00:00,35.71,1/22/2014 16:00:00,19.7,1/22/2014 16:00:00,16.55,1/22/2014 16:00:00,16.03,1/22/2014 16:00:00,35.93
1/23/2014 16:00:00,36.3,1/23/2014 16:00:00,19.86,1/23/2014 16:00:00,16.43,1/23/2014 16:00:00,15.97,1/23/2014 16:00:00,36.06
1/24/2014 16:00:00,34.92,1/24/2014 16:00:00,19.5,1/24/2014 16:00:00,15.83,1/24/2014 16:00:00,15.56,1/24/2014 16:00:00,36.81
1/27/2014 16:00:00,33.92,1/27/2014 16:00:00,19.66,1/27/2014 16:00:00,15.71,1/27/2014 16:00:00,15.46,1/27/2014 16:00:00,36.03
1/28/2014 16:00:00,35.68,1/28/2014 16:00:00,18.09,1/28/2014 16:00:00,15.72,1/28/2014 16:00:00,15.61,1/28/2014 16:00:00,36.27
1/29/2014 16:00:00,35.05,1/29/2014 16:00:00,17.88,1/29/2014 16:00:00,15.26,1/29/2014 16:00:00,15.46,1/29/2014 16:00:00,36.66
1/30/2014 16:00:00,36.57,1/30/2014 16:00:00,17.85,1/30/2014 16:00:00,15.25,1/30/2014 16:00:00,15.72,1/30/2014 16:00:00,36.86
1/31/2014 16:00:00,36.28,1/31/2014 16:00:00,17.88,1/31/2014 16:00:00,14.96,1/31/2014 16:00:00,15.7,1/31/2014 16:00:00,37.84
2/3/2014 16:00:00,35.42,2/3/2014 16:00:00,17.91,2/3/2014 16:00:00,14.55,2/3/2014 16:00:00,15.49,2/3/2014 16:00:00,36.48
2/4/2014 16:00:00,35.75,2/4/2014 16:00:00,18.17,2/4/2014 16:00:00,14.87,2/4/2014 16:00:00,15.58,2/4/2014 16:00:00,36.35
2/5/2014 16:00:00,34.88,2/5/2014 16:00:00,18.31,2/5/2014 16:00:00,14.73,2/5/2014 16:00:00,15.44,2/5/2014 16:00:00,35.82
2/6/2014 16:00:00,35.68,2/6/2014 16:00:00,18.3,2/6/2014 16:00:00,14.85,2/6/2014 16:00:00,15.64,2/6/2014 16:00:00,36.18
2/7/2014 16:00:00,37.31,2/7/2014 16:00:00,18.56,2/7/2014 16:00:00,14.97,2/7/2014 16:00:00,15.87,2/7/2014 16:00:00,36.56
2/10/2014 16:00:00,39.31,2/10/2014 16:00:00,18.89,2/10/2014 16:00:00,14.84,2/10/2014 16:00:00,15.92,2/10/2014 16:00:00,36.8
2/11/2014 16:00:00,39.32,2/11/2014 16:00:00,19.14,2/11/2014 16:00:00,14.96,2/11/2014 16:00:00,16.25,2/11/2014 16:00:00,37.17
2/12/2014 16:00:00,39.06,2/12/2014 16:00:00,19.14,2/12/2014 16:00:00,15,2/12/2014 16:00:00,16.83,2/12/2014 16:00:00,37.47
2/13/2014 16:00:00,39.93,2/13/2014 16:00:00,19.44,2/13/2014 16:00:00,15.08,2/13/2014 16:00:00,17.36,2/13/2014 16:00:00,37.61
2/14/2014 16:00:00,39.65,2/14/2014 16:00:00,19.43,2/14/2014 16:00:00,15.24,2/14/2014 16:00:00,17.91,2/14/2014 16:00:00,37.62
2/18/2014 16:00:00,40.74,2/18/2014 16:00:00,19.5,2/18/2014 16:00:00,15.39,2/18/2014 16:00:00,17.9,2/18/2014 16:00:00,37.42
2/19/2014 16:00:00,38.73,2/19/2014 16:00:00,19.19,2/19/2014 16:00:00,15.25,2/19/2014 16:00:00,18.14,2/19/2014 16:00:00,37.51
2/20/2014 16:00:00,41.99,2/20/2014 16:00:00,18.97,2/20/2014 16:00:00,15.27,2/20/2014 16:00:00,18.78,2/20/2014 16:00:00,37.75
2/21/2014 16:00:00,41.92,2/21/2014 16:00:00,18.76,2/21/2014 16:00:00,15.16,2/21/2014 16:00:00,18.64,2/21/2014 16:00:00,37.98
2/24/2014 16:00:00,43.53,2/24/2014 16:00:00,18.84,2/24/2014 16:00:00,15.18,2/24/2014 16:00:00,18.91,2/24/2014 16:00:00,37.69
2/25/2014 16:00:00,49.6,2/25/2014 16:00:00,18.65,2/25/2014 16:00:00,15.15,2/25/2014 16:00:00,18.74,2/25/2014 16:00:00,37.54
2/26/2014 16:00:00,50.6,2/26/2014 16:00:00,18.48,2/26/2014 16:00:00,15.26,2/26/2014 16:00:00,18.71,2/26/2014 16:00:00,37.47
2/27/2014 16:00:00,50.51,2/27/2014 16:00:00,18.85,2/27/2014 16:00:00,15.39,2/27/2014 16:00:00,18.5,2/27/2014 16:00:00,37.86
2/28/2014 16:00:00,48.96,2/28/2014 16:00:00,18.79,2/28/2014 16:00:00,15.39,2/28/2014 16:00:00,18.38,2/28/2014 16:00:00,38.31
3/3/2014 16:00:00,50.11,3/3/2014 16:00:00,18.85,3/3/2014 16:00:00,15.2,3/3/2014 16:00:00,18.29,3/3/2014 16:00:00,37.78
3/4/2014 16:00:00,50.97,3/4/2014 16:00:00,18.97,3/4/2014 16:00:00,15.37,3/4/2014 16:00:00,18.48,3/4/2014 16:00:00,38.41
3/5/2014 16:00:00,50.53,3/5/2014 16:00:00,19.01,3/5/2014 16:00:00,15.63,3/5/2014 16:00:00,18.64,3/5/2014 16:00:00,38.11
3/6/2014 16:00:00,50.59,3/6/2014 16:00:00,18.96,3/6/2014 16:00:00,15.67,3/6/2014 16:00:00,18.38,3/6/2014 16:00:00,38.15
3/7/2014 16:00:00,49.24,3/7/2014 16:00:00,18.94,3/7/2014 16:00:00,15.62,3/7/2014 16:00:00,18.36,3/7/2014 16:00:00,37.9
3/10/2014 16:00:00,47.77,3/10/2014 16:00:00,18.96,3/10/2014 16:00:00,15.51,3/10/2014 16:00:00,18.09,3/10/2014 16:00:00,37.82
3/11/2014 16:00:00,46.88,3/11/2014 16:00:00,19.15,3/11/2014 16:00:00,15.3,3/11/2014 16:00:00,18.27,3/11/2014 16:00:00,38.02
3/12/2014 16:00:00,48.3,3/12/2014 16:00:00,19.16,3/12/2014 16:00:00,15.4,3/12/2014 16:00:00,18.32,3/12/2014 16:00:00,38.27
3/13/2014 16:00:00,47.56,3/13/2014 16:00:00,18.95,3/13/2014 16:00:00,15.18,3/13/2014 16:00:00,17.74,3/13/2014 16:00:00,37.89
3/14/2014 16:00:00,46.19,3/14/2014 16:00:00,18.74,3/14/2014 16:00:00,15.08,3/14/2014 16:00:00,17.82,3/14/2014 16:00:00,37.7
3/17/2014 16:00:00,46.8,3/17/2014 16:00:00,18.81,3/17/2014 16:00:00,15.28,3/17/2014 16:00:00,17.82,3/17/2014 16:00:00,38.05
3/18/2014 16:00:00,48.01,3/18/2014 16:00:00,18.98,3/18/2014 16:00:00,15.49,3/18/2014 16:00:00,18.24,3/18/2014 16:00:00,39.55
3/19/2014 16:00:00,47.17,3/19/2014 16:00:00,18.97,3/19/2014 16:00:00,15.48,3/19/2014 16:00:00,18.56,3/19/2014 16:00:00,39.27
3/20/2014 16:00:00,46.98,3/20/2014 16:00:00,18.88,3/20/2014 16:00:00,15.55,3/20/2014 16:00:00,18.57,3/20/2014 16:00:00,40.33
3/21/2014 16:00:00,45.78,3/21/2014 16:00:00,19.03,3/21/2014 16:00:00,15.47,3/21/2014 16:00:00,18.54,3/21/2014 16:00:00,40.16
3/24/2014 16:00:00,44.03,3/24/2014 16:00:00,19.26,3/24/2014 16:00:00,15.39,3/24/2014 16:00:00,18.45,3/24/2014 16:00:00,40.5
3/25/2014 16:00:00,44.09,3/25/2014 16:00:00,19.46,3/25/2014 16:00:00,15.33,3/25/2014 16:00:00,18.45,3/25/2014 16:00:00,40.34
3/26/2014 16:00:00,42.59,3/26/2014 16:00:00,19.28,3/26/2014 16:00:00,15.25,3/26/2014 16:00:00,18.03,3/26/2014 16:00:00,39.79
3/27/2014 16:00:00,41.46,3/27/2014 16:00:00,19.2,3/27/2014 16:00:00,15.25,3/27/2014 16:00:00,17.79,3/27/2014 16:00:00,39.36
3/28/2014 16:00:00,42.47,3/28/2014 16:00:00,19.17,3/28/2014 16:00:00,15.45,3/28/2014 16:00:00,17.9,3/28/2014 16:00:00,40.3
3/31/2014 16:00:00,41.69,3/31/2014 16:00:00,19.17,3/31/2014 16:00:00,15.6,3/31/2014 16:00:00,17.91,3/31/2014 16:00:00,40.99
4/1/2014 16:00:00,43.39,4/1/2014 16:00:00,19.34,4/1/2014 16:00:00,16.32,4/1/2014 16:00:00,18.65,4/1/2014 16:00:00,41.42
4/2/2014 16:00:00,46.06,4/2/2014 16:00:00,19.38,4/2/2014 16:00:00,16.46,4/2/2014 16:00:00,18.53,4/2/2014 16:00:00,41.35
4/3/2014 16:00:00,45.08,4/3/2014 16:00:00,19.24,4/3/2014 16:00:00,16.39,4/3/2014 16:00:00,18.73,4/3/2014 16:00:00,41.01
4/4/2014 16:00:00,42.45,4/4/2014 16:00:00,18.99,4/4/2014 16:00:00,16.13,4/4/2014 16:00:00,18.15,4/4/2014 16:00:00,39.87
4/7/2014 16:00:00,41.5,4/7/2014 16:00:00,18.7,4/7/2014 16:00:00,15.94,4/7/2014 16:00:00,18.21,4/7/2014 16:00:00,39.8
4/8/2014 16:00:00,43.09,4/8/2014 16:00:00,18.69,4/8/2014 16:00:00,16.1,4/8/2014 16:00:00,18.86,4/8/2014 16:00:00,39.82
4/9/2014 16:00:00,43.39,4/9/2014 16:00:00,18.94,4/9/2014 16:00:00,15.84,4/9/2014 16:00:00,18.84,4/9/2014 16:00:00,40.47
4/10/2014 16:00:00,40.84,4/10/2014 16:00:00,18.7,4/10/2014 16:00:00,15.63,4/10/2014 16:00:00,18.38,4/10/2014 16:00:00,39.36
4/11/2014 16:00:00,40.76,4/11/2014 16:00:00,18.56,4/11/2014 16:00:00,15.63,4/11/2014 16:00:00,18.12,4/11/2014 16:00:00,39.21
4/14/2014 16:00:00,39.62,4/14/2014 16:00:00,18.63,4/14/2014 16:00:00,15.7,4/14/2014 16:00:00,18.32,4/14/2014 16:00:00,39.18
4/15/2014 16:00:00,38.78,4/15/2014 16:00:00,18.5,4/15/2014 16:00:00,15.84,4/15/2014 16:00:00,18.45,4/15/2014 16:00:00,39.75
4/16/2014 16:00:00,39.82,4/16/2014 16:00:00,18.54,4/16/2014 16:00:00,16.07,4/16/2014 16:00:00,18.49,4/16/2014 16:00:00,40.4
4/17/2014 16:00:00,39.62,4/17/2014 16:00:00,18.75,4/17/2014 16:00:00,16,4/17/2014 16:00:00,18.56,4/17/2014 16:00:00,40.01
4/21/2014 16:00:00,40.88,4/21/2014 16:00:00,18.97,4/21/2014 16:00:00,15.98,4/21/2014 16:00:00,18.71,4/21/2014 16:00:00,39.94
4/22/2014 16:00:00,43.73,4/22/2014 16:00:00,18.99,4/22/2014 16:00:00,16.1,4/22/2014 16:00:00,18.87,4/22/2014 16:00:00,39.99
4/23/2014 16:00:00,41.6,4/23/2014 16:00:00,18.74,4/23/2014 16:00:00,16.23,4/23/2014 16:00:00,19.09,4/23/2014 16:00:00,39.69
4/24/2014 16:00:00,41.57,4/24/2014 16:00:00,20.28,4/24/2014 16:00:00,16.32,4/24/2014 16:00:00,19.26,4/24/2014 16:00:00,39.86
4/25/2014 16:00:00,39.97,4/25/2014 16:00:00,20.43,4/25/2014 16:00:00,15.78,4/25/2014 16:00:00,18.73,4/25/2014 16:00:00,39.91
4/28/2014 16:00:00,39.7,4/28/2014 16:00:00,21.22,4/28/2014 16:00:00,15.97,4/28/2014 16:00:00,18.65,4/28/2014 16:00:00,40.87
4/29/2014 16:00:00,41.38,4/29/2014 16:00:00,21.15,4/29/2014 16:00:00,16.12,4/29/2014 16:00:00,18.69,4/29/2014 16:00:00,40.51
4/30/2014 16:00:00,41.58,4/30/2014 16:00:00,21.07,4/30/2014 16:00:00,16.15,4/30/2014 16:00:00,18.47,4/30/2014 16:00:00,40.4
5/1/2014 16:00:00,41.55,5/1/2014 16:00:00,21.12,5/1/2014 16:00:00,15.91,5/1/2014 16:00:00,18.57,5/1/2014 16:00:00,40
5/2/2014 16:00:00,42.18,5/2/2014 16:00:00,21.16,5/2/2014 16:00:00,15.9,5/2/2014 16:00:00,18.43,5/2/2014 16:00:00,39.69
5/5/2014 16:00:00,43.32,5/5/2014 16:00:00,21.46,5/5/2014 16:00:00,15.74,5/5/2014 16:00:00,18.63,5/5/2014 16:00:00,39.43
5/6/2014 16:00:00,41.46,5/6/2014 16:00:00,21.23,5/6/2014 16:00:00,15.56,5/6/2014 16:00:00,18.25,5/6/2014 16:00:00,39.06
5/7/2014 16:00:00,40.27,5/7/2014 16:00:00,21.15,5/7/2014 16:00:00,15.46,5/7/2014 16:00:00,18.27,5/7/2014 16:00:00,39.42
5/8/2014 16:00:00,35.72,5/8/2014 16:00:00,21,5/8/2014 16:00:00,15.81,5/8/2014 16:00:00,18.5,5/8/2014 16:00:00,39.64
5/9/2014 16:00:00,36.45,5/9/2014 16:00:00,20.91,5/9/2014 16:00:00,15.77,5/9/2014 16:00:00,18.05,5/9/2014 16:00:00,39.54
5/12/2014 16:00:00,36.93,5/12/2014 16:00:00,21.17,5/12/2014 16:00:00,15.84,5/12/2014 16:00:00,18.58,5/12/2014 16:00:00,39.97
5/13/2014 16:00:00,38.03,5/13/2014 16:00:00,21.21,5/13/2014 16:00:00,15.86,5/13/2014 16:00:00,18.28,5/13/2014 16:00:00,40.42
5/14/2014 16:00:00,38.12,5/14/2014 16:00:00,21.21,5/14/2014 16:00:00,15.75,5/14/2014 16:00:00,18.1,5/14/2014 16:00:00,40.24
5/15/2014 16:00:00,37.72,5/15/2014 16:00:00,21.03,5/15/2014 16:00:00,15.69,5/15/2014 16:00:00,18,5/15/2014 16:00:00,39.6
5/16/2014 16:00:00,38.31,5/16/2014 16:00:00,21.34,5/16/2014 16:00:00,15.76,5/16/2014 16:00:00,17.96,5/16/2014 16:00:00,39.83
5/19/2014 16:00:00,39.22,5/19/2014 16:00:00,21.59,5/19/2014 16:00:00,15.92,5/19/2014 16:00:00,18.54,5/19/2014 16:00:00,39.75
5/20/2014 16:00:00,39.06,5/20/2014 16:00:00,21.6,5/20/2014 16:00:00,15.77,5/20/2014 16:00:00,18.24,5/20/2014 16:00:00,39.68
5/21/2014 16:00:00,39.89,5/21/2014 16:00:00,21.65,5/21/2014 16:00:00,15.91,5/21/2014 16:00:00,18.24,5/21/2014 16:00:00,40.35
5/22/2014 16:00:00,40.98,5/22/2014 16:00:00,21.69,5/22/2014 16:00:00,15.91,5/22/2014 16:00:00,18.32,5/22/2014 16:00:00,40.1
5/23/2014 16:00:00,41.46,5/23/2014 16:00:00,21.93,5/23/2014 16:00:00,16.02,5/23/2014 16:00:00,18.49,5/23/2014 16:00:00,40.12
5/27/2014 16:00:00,42.31,5/27/2014 16:00:00,22.34,5/27/2014 16:00:00,16.16,5/27/2014 16:00:00,18.82,5/27/2014 16:00:00,40.19
5/28/2014 16:00:00,42.05,5/28/2014 16:00:00,22.29,5/28/2014 16:00:00,16.31,5/28/2014 16:00:00,18.98,5/28/2014 16:00:00,40.01
5/29/2014 16:00:00,42.05,5/29/2014 16:00:00,22.69,5/29/2014 16:00:00,16.54,5/29/2014 16:00:00,18.95,5/29/2014 16:00:00,40.34
5/30/2014 16:00:00,41.55,5/30/2014 16:00:00,22.61,5/30/2014 16:00:00,16.44,5/30/2014 16:00:00,19,5/30/2014 16:00:00,40.94
6/2/2014 16:00:00,40.94,6/2/2014 16:00:00,22.45,6/2/2014 16:00:00,16.44,6/2/2014 16:00:00,18.94,6/2/2014 16:00:00,40.79
6/3/2014 16:00:00,40.99,6/3/2014 16:00:00,22.77,6/3/2014 16:00:00,16.55,6/3/2014 16:00:00,18.86,6/3/2014 16:00:00,40.29
6/4/2014 16:00:00,40.8,6/4/2014 16:00:00,23.03,6/4/2014 16:00:00,16.79,6/4/2014 16:00:00,18.88,6/4/2014 16:00:00,40.32
6/5/2014 16:00:00,41.38,6/5/2014 16:00:00,23.12,6/5/2014 16:00:00,16.68,6/5/2014 16:00:00,18.96,6/5/2014 16:00:00,41.21
6/6/2014 16:00:00,41.63,6/6/2014 16:00:00,23.06,6/6/2014 16:00:00,17.08,6/6/2014 16:00:00,19.03,6/6/2014 16:00:00,41.48
6/9/2014 16:00:00,41.06,6/9/2014 16:00:00,23.43,6/9/2014 16:00:00,17,6/9/2014 16:00:00,19.05,6/9/2014 16:00:00,41.27
6/10/2014 16:00:00,40.46,6/10/2014 16:00:00,23.56,6/10/2014 16:00:00,17.01,6/10/2014 16:00:00,19.15,6/10/2014 16:00:00,41.11
6/11/2014 16:00:00,40.89,6/11/2014 16:00:00,23.47,6/11/2014 16:00:00,16.9,6/11/2014 16:00:00,19.4,6/11/2014 16:00:00,40.86
6/12/2014 16:00:00,40.7,6/12/2014 16:00:00,23.07,6/12/2014 16:00:00,16.52,6/12/2014 16:00:00,19.52,6/12/2014 16:00:00,40.58
6/13/2014 16:00:00,41.28,6/13/2014 16:00:00,22.82,6/13/2014 16:00:00,16.56,6/13/2014 16:00:00,19.54,6/13/2014 16:00:00,41.23
6/16/2014 16:00:00,44.92,6/16/2014 16:00:00,23.05,6/16/2014 16:00:00,16.63,6/16/2014 16:00:00,19.48,6/16/2014 16:00:00,41.5
6/17/2014 16:00:00,46.33,6/17/2014 16:00:00,23.02,6/17/2014 16:00:00,16.79,6/17/2014 16:00:00,19.61,6/17/2014 16:00:00,41.68
6/18/2014 16:00:00,45.42,6/18/2014 16:00:00,23.05,6/18/2014 16:00:00,16.83,6/18/2014 16:00:00,19.59,6/18/2014 16:00:00,41.65
6/19/2014 16:00:00,45.56,6/19/2014 16:00:00,22.97,6/19/2014 16:00:00,16.78,6/19/2014 16:00:00,19.14,6/19/2014 16:00:00,41.51
6/20/2014 16:00:00,45.92,6/20/2014 16:00:00,22.73,6/20/2014 16:00:00,16.67,6/20/2014 16:00:00,18.93,6/20/2014 16:00:00,41.68
6/23/2014 16:00:00,47.44,6/23/2014 16:00:00,22.71,6/23/2014 16:00:00,16.88,6/23/2014 16:00:00,18.71,6/23/2014 16:00:00,41.99
6/24/2014 16:00:00,46.5,6/24/2014 16:00:00,22.57,6/24/2014 16:00:00,16.97,6/24/2014 16:00:00,18.42,6/24/2014 16:00:00,41.75
6/25/2014 16:00:00,47.38,6/25/2014 16:00:00,22.59,6/25/2014 16:00:00,17.2,6/25/2014 16:00:00,18.61,6/25/2014 16:00:00,42.03
6/26/2014 16:00:00,47.12,6/26/2014 16:00:00,22.73,6/26/2014 16:00:00,17.2,6/26/2014 16:00:00,18.36,6/26/2014 16:00:00,41.72
6/27/2014 16:00:00,47.81,6/27/2014 16:00:00,23,6/27/2014 16:00:00,17.28,6/27/2014 16:00:00,18.38,6/27/2014 16:00:00,42.25
6/30/2014 16:00:00,48.01,6/30/2014 16:00:00,23.23,6/30/2014 16:00:00,17.24,6/30/2014 16:00:00,18.54,6/30/2014 16:00:00,41.7
7/1/2014 16:00:00,47.94,7/1/2014 16:00:00,23.38,7/1/2014 16:00:00,17.21,7/1/2014 16:00:00,18.75,7/1/2014 16:00:00,41.87
7/2/2014 16:00:00,45.89,7/2/2014 16:00:00,23.37,7/2/2014 16:00:00,17.22,7/2/2014 16:00:00,18.68,7/2/2014 16:00:00,41.9
7/3/2014 16:00:00,45.85,7/3/2014 16:00:00,23.51,7/3/2014 16:00:00,17.32,7/3/2014 16:00:00,18.85,7/3/2014 16:00:00,41.8
7/7/2014 16:00:00,44.53,7/7/2014 16:00:00,23.99,7/7/2014 16:00:00,17.32,7/7/2014 16:00:00,18.7,7/7/2014 16:00:00,41.99
7/8/2014 16:00:00,43.81,7/8/2014 16:00:00,23.84,7/8/2014 16:00:00,17.11,7/8/2014 16:00:00,18.55,7/8/2014 16:00:00,41.78
7/9/2014 16:00:00,44.61,7/9/2014 16:00:00,23.85,7/9/2014 16:00:00,17.43,7/9/2014 16:00:00,19.11,7/9/2014 16:00:00,41.67
7/10/2014 16:00:00,43.89,7/10/2014 16:00:00,23.76,7/10/2014 16:00:00,17.3,7/10/2014 16:00:00,19.01,7/10/2014 16:00:00,41.69
7/11/2014 16:00:00,43.63,7/11/2014 16:00:00,23.81,7/11/2014 16:00:00,17.47,7/11/2014 16:00:00,19.05,7/11/2014 16:00:00,42.09
7/14/2014 16:00:00,45.34,7/14/2014 16:00:00,24.11,7/14/2014 16:00:00,17.55,7/14/2014 16:00:00,19.29,7/14/2014 16:00:00,42.14
7/15/2014 16:00:00,43.92,7/15/2014 16:00:00,23.83,7/15/2014 16:00:00,17.54,7/15/2014 16:00:00,19.37,7/15/2014 16:00:00,42.45
7/16/2014 16:00:00,43.43,7/16/2014 16:00:00,23.7,7/16/2014 16:00:00,17.8,7/16/2014 16:00:00,19.35,7/16/2014 16:00:00,44.08
7/17/2014 16:00:00,43.08,7/17/2014 16:00:00,23.27,7/17/2014 16:00:00,17.74,7/17/2014 16:00:00,19.3,7/17/2014 16:00:00,44.53
7/18/2014 16:00:00,44,7/18/2014 16:00:00,23.61,7/18/2014 16:00:00,17.72,7/18/2014 16:00:00,18.44,7/18/2014 16:00:00,44.69
7/21/2014 16:00:00,44.11,7/21/2014 16:00:00,23.48,7/21/2014 16:00:00,17.7,7/21/2014 16:00:00,18.55,7/21/2014 16:00:00,44.84
7/22/2014 16:00:00,43.92,7/22/2014 16:00:00,23.68,7/22/2014 16:00:00,17.82,7/22/2014 16:00:00,18.47,7/22/2014 16:00:00,44.83
7/23/2014 16:00:00,44.5,7/23/2014 16:00:00,24.3,7/23/2014 16:00:00,17.78,7/23/2014 16:00:00,18.08,7/23/2014 16:00:00,44.87
7/24/2014 16:00:00,44.71,7/24/2014 16:00:00,24.26,7/24/2014 16:00:00,17.84,7/24/2014 16:00:00,18.11,7/24/2014 16:00:00,44.4
7/25/2014 16:00:00,44.71,7/25/2014 16:00:00,24.42,7/25/2014 16:00:00,17.62,7/25/2014 16:00:00,17.79,7/25/2014 16:00:00,44.5
7/28/2014 16:00:00,44.96,7/28/2014 16:00:00,24.76,7/28/2014 16:00:00,17.64,7/28/2014 16:00:00,17.72,7/28/2014 16:00:00,43.97
7/29/2014 16:00:00,45,7/29/2014 16:00:00,24.6,7/29/2014 16:00:00,17.57,7/29/2014 16:00:00,17.78,7/29/2014 16:00:00,43.89
7/30/2014 16:00:00,45.78,7/30/2014 16:00:00,24.54,7/30/2014 16:00:00,17.46,7/30/2014 16:00:00,18.08,7/30/2014 16:00:00,43.58
7/31/2014 16:00:00,44.66,7/31/2014 16:00:00,23.9,7/31/2014 16:00:00,17.02,7/31/2014 16:00:00,17.5,7/31/2014 16:00:00,43.16
8/1/2014 16:00:00,46.65,8/1/2014 16:00:00,24.03,8/1/2014 16:00:00,16.81,8/1/2014 16:00:00,17.69,8/1/2014 16:00:00,42.86
8/4/2014 16:00:00,47.7,8/4/2014 16:00:00,23.9,8/4/2014 16:00:00,17.02,8/4/2014 16:00:00,17.65,8/4/2014 16:00:00,43.37
8/5/2014 16:00:00,47.7,8/5/2014 16:00:00,23.78,8/5/2014 16:00:00,16.87,8/5/2014 16:00:00,17.66,8/5/2014 16:00:00,43.08
8/6/2014 16:00:00,49.79,8/6/2014 16:00:00,23.74,8/6/2014 16:00:00,16.98,8/6/2014 16:00:00,17.64,8/6/2014 16:00:00,42.74
8/7/2014 16:00:00,50.48,8/7/2014 16:00:00,23.62,8/7/2014 16:00:00,16.82,8/7/2014 16:00:00,17.46,8/7/2014 16:00:00,43.23
8/8/2014 16:00:00,49.63,8/8/2014 16:00:00,23.69,8/8/2014 16:00:00,17.09,8/8/2014 16:00:00,19,8/8/2014 16:00:00,43.2
8/11/2014 16:00:00,51.86,8/11/2014 16:00:00,24,8/11/2014 16:00:00,17.17,8/11/2014 16:00:00,18.9,8/11/2014 16:00:00,43.2
8/12/2014 16:00:00,51.99,8/12/2014 16:00:00,23.99,8/12/2014 16:00:00,17.21,8/12/2014 16:00:00,18.9,8/12/2014 16:00:00,43.52
8/13/2014 16:00:00,52.06,8/13/2014 16:00:00,24.31,8/13/2014 16:00:00,17.42,8/13/2014 16:00:00,19.01,8/13/2014 16:00:00,44.08
8/14/2014 16:00:00,52.28,8/14/2014 16:00:00,24.38,8/14/2014 16:00:00,17.43,8/14/2014 16:00:00,18.8,8/14/2014 16:00:00,44.27
8/15/2014 16:00:00,52.4,8/15/2014 16:00:00,24.5,8/15/2014 16:00:00,17.31,8/15/2014 16:00:00,19.04,8/15/2014 16:00:00,44.79
8/18/2014 16:00:00,51.99,8/18/2014 16:00:00,24.79,8/18/2014 16:00:00,17.43,8/18/2014 16:00:00,19.3,8/18/2014 16:00:00,45.11
8/19/2014 16:00:00,51.35,8/19/2014 16:00:00,25.13,8/19/2014 16:00:00,17.36,8/19/2014 16:00:00,19.37,8/19/2014 16:00:00,45.33
8/20/2014 16:00:00,51.14,8/20/2014 16:00:00,25.14,8/20/2014 16:00:00,17.41,8/20/2014 16:00:00,19.25,8/20/2014 16:00:00,44.95
8/21/2014 16:00:00,50.87,8/21/2014 16:00:00,25.15,8/21/2014 16:00:00,17.4,8/21/2014 16:00:00,19.07,8/21/2014 16:00:00,45.22
8/22/2014 16:00:00,51.36,8/22/2014 16:00:00,25.33,8/22/2014 16:00:00,17.17,8/22/2014 16:00:00,19.08,8/22/2014 16:00:00,45.15
8/25/2014 16:00:00,52.51,8/25/2014 16:00:00,25.39,8/25/2014 16:00:00,17.23,8/25/2014 16:00:00,19.11,8/25/2014 16:00:00,45.17
8/26/2014 16:00:00,52.35,8/26/2014 16:00:00,25.22,8/26/2014 16:00:00,17.19,8/26/2014 16:00:00,19.45,8/26/2014 16:00:00,45.01
