date,tsla,date,appl,date,F,date,nvda,date,msft
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
1/19/2017 16:00:00,48.75,1/19/2017 16:00:00,29.95,1/19/2017 16:00:00,12.43,1/19/2017 16:00:00,105.16,1/19/2017 16:00:00,62.3
1/20/2017 16:00:00,48.95,1/20/2017 16:00:00,30,1/20/2017 16:00:00,12.36,1/20/2017 16:00:00,104.01,1/20/2017 16:00:00,62.74
1/23/2017 16:00:00,49.78,1/23/2017 16:00:00,30.02,1/23/2017 16:00:00,12.31,1/23/2017 16:00:00,105.09,1/23/2017 16:00:00,62.96
1/24/2017 16:00:00,50.92,1/24/2017 16:00:00,29.99,1/24/2017 16:00:00,12.61,1/24/2017 16:00:00,107.33,1/24/2017 16:00:00,63.52
1/25/2017 16:00:00,50.89,1/25/2017 16:00:00,30.47,1/25/2017 16:00:00,12.79,1/25/2017 16:00:00,107.79,1/25/2017 16:00:00,63.68
1/26/2017 16:00:00,50.5,1/26/2017 16:00:00,30.49,1/26/2017 16:00:00,12.37,1/26/2017 16:00:00,109.65,1/26/2017 16:00:00,64.27
1/27/2017 16:00:00,50.59,1/27/2017 16:00:00,30.49,1/27/2017 16:00:00,12.49,1/27/2017 16:00:00,111.77,1/27/2017 16:00:00,65.78
1/30/2017 16:00:00,50.13,1/30/2017 16:00:00,30.41,1/30/2017 16:00:00,12.37,1/30/2017 16:00:00,110.02,1/30/2017 16:00:00,65.13
1/31/2017 16:00:00,50.39,1/31/2017 16:00:00,30.34,1/31/2017 16:00:00,12.36,1/31/2017 16:00:00,109.18,1/31/2017 16:00:00,64.65
2/1/2017 16:00:00,49.85,2/1/2017 16:00:00,32.19,2/1/2017 16:00:00,12.32,2/1/2017 16:00:00,113.95,2/1/2017 16:00:00,63.58
2/2/2017 16:00:00,50.31,2/2/2017 16:00:00,32.13,2/2/2017 16:00:00,12.28,2/2/2017 16:00:00,115.39,2/2/2017 16:00:00,63.17
2/3/2017 16:00:00,50.27,2/3/2017 16:00:00,32.27,2/3/2017 16:00:00,12.56,2/3/2017 16:00:00,114.38,2/3/2017 16:00:00,63.68
2/6/2017 16:00:00,51.55,2/6/2017 16:00:00,32.57,2/6/2017 16:00:00,12.52,2/6/2017 16:00:00,117.31,2/6/2017 16:00:00,63.64
2/7/2017 16:00:00,51.5,2/7/2017 16:00:00,32.88,2/7/2017 16:00:00,12.34,2/7/2017 16:00:00,119.13,2/7/2017 16:00:00,63.43
2/8/2017 16:00:00,52.42,2/8/2017 16:00:00,33.01,2/8/2017 16:00:00,12.38,2/8/2017 16:00:00,118.61,2/8/2017 16:00:00,63.34
2/9/2017 16:00:00,53.84,2/9/2017 16:00:00,33.1,2/9/2017 16:00:00,12.38,2/9/2017 16:00:00,116.38,2/9/2017 16:00:00,64.06
2/10/2017 16:00:00,53.85,2/10/2017 16:00:00,33.03,2/10/2017 16:00:00,12.51,2/10/2017 16:00:00,113.62,2/10/2017 16:00:00,64
2/13/2017 16:00:00,56.12,2/13/2017 16:00:00,33.32,2/13/2017 16:00:00,12.56,2/13/2017 16:00:00,108.38,2/13/2017 16:00:00,64.72
2/14/2017 16:00:00,56.2,2/14/2017 16:00:00,33.76,2/14/2017 16:00:00,12.65,2/14/2017 16:00:00,108.78,2/14/2017 16:00:00,64.57
2/15/2017 16:00:00,55.95,2/15/2017 16:00:00,33.88,2/15/2017 16:00:00,12.63,2/15/2017 16:00:00,109,2/15/2017 16:00:00,64.53
2/16/2017 16:00:00,53.79,2/16/2017 16:00:00,33.84,2/16/2017 16:00:00,12.54,2/16/2017 16:00:00,107.25,2/16/2017 16:00:00,64.52
2/17/2017 16:00:00,54.45,2/17/2017 16:00:00,33.93,2/17/2017 16:00:00,12.58,2/17/2017 16:00:00,107.23,2/17/2017 16:00:00,64.62
2/21/2017 16:00:00,55.48,2/21/2017 16:00:00,34.17,2/21/2017 16:00:00,12.69,2/21/2017 16:00:00,111.07,2/21/2017 16:00:00,64.49
2/22/2017 16:00:00,54.7,2/22/2017 16:00:00,34.28,2/22/2017 16:00:00,12.67,2/22/2017 16:00:00,110.76,2/22/2017 16:00:00,64.36
2/23/2017 16:00:00,51.2,2/23/2017 16:00:00,34.13,2/23/2017 16:00:00,12.56,2/23/2017 16:00:00,100.49,2/23/2017 16:00:00,64.62
2/24/2017 16:00:00,51.4,2/24/2017 16:00:00,34.17,2/24/2017 16:00:00,12.47,2/24/2017 16:00:00,101.46,2/24/2017 16:00:00,64.62
2/27/2017 16:00:00,49.25,2/27/2017 16:00:00,34.23,2/27/2017 16:00:00,12.66,2/27/2017 16:00:00,104.41,2/27/2017 16:00:00,64.23
2/28/2017 16:00:00,50,2/28/2017 16:00:00,34.25,2/28/2017 16:00:00,12.53,2/28/2017 16:00:00,101.48,2/28/2017 16:00:00,63.98
3/1/2017 16:00:00,50,3/1/2017 16:00:00,34.95,3/1/2017 16:00:00,12.69,3/1/2017 16:00:00,102.79,3/1/2017 16:00:00,64.94
3/2/2017 16:00:00,50.1,3/2/2017 16:00:00,34.74,3/2/2017 16:00:00,12.66,3/2/2017 16:00:00,99,3/2/2017 16:00:00,64.01
3/3/2017 16:00:00,50.31,3/3/2017 16:00:00,34.95,3/3/2017 16:00:00,12.65,3/3/2017 16:00:00,98.43,3/3/2017 16:00:00,64.25
3/6/2017 16:00:00,50.24,3/6/2017 16:00:00,34.84,3/6/2017 16:00:00,12.52,3/6/2017 16:00:00,97.67,3/6/2017 16:00:00,64.27
3/7/2017 16:00:00,49.72,3/7/2017 16:00:00,34.88,3/7/2017 16:00:00,12.46,3/7/2017 16:00:00,98.74,3/7/2017 16:00:00,64.4
3/8/2017 16:00:00,49.37,3/8/2017 16:00:00,34.75,3/8/2017 16:00:00,12.53,3/8/2017 16:00:00,98.56,3/8/2017 16:00:00,64.99
3/9/2017 16:00:00,48.98,3/9/2017 16:00:00,34.67,3/9/2017 16:00:00,12.5,3/9/2017 16:00:00,98.54,3/9/2017 16:00:00,64.73
3/10/2017 16:00:00,48.74,3/10/2017 16:00:00,34.78,3/10/2017 16:00:00,12.53,3/10/2017 16:00:00,99.12,3/10/2017 16:00:00,64.93
3/13/2017 16:00:00,49.23,3/13/2017 16:00:00,34.8,3/13/2017 16:00:00,12.54,3/13/2017 16:00:00,101.85,3/13/2017 16:00:00,64.71
3/14/2017 16:00:00,51.6,3/14/2017 16:00:00,34.75,3/14/2017 16:00:00,12.55,3/14/2017 16:00:00,101.78,3/14/2017 16:00:00,64.41
3/15/2017 16:00:00,51.15,3/15/2017 16:00:00,35.12,3/15/2017 16:00:00,12.65,3/15/2017 16:00:00,102.55,3/15/2017 16:00:00,64.75
3/16/2017 16:00:00,52.41,3/16/2017 16:00:00,35.17,3/16/2017 16:00:00,12.7,3/16/2017 16:00:00,103.81,3/16/2017 16:00:00,64.64
3/17/2017 16:00:00,52.3,3/17/2017 16:00:00,35,3/17/2017 16:00:00,12.48,3/17/2017 16:00:00,106.07,3/17/2017 16:00:00,64.87
3/20/2017 16:00:00,52.38,3/20/2017 16:00:00,35.37,3/20/2017 16:00:00,12.28,3/20/2017 16:00:00,109.45,3/20/2017 16:00:00,64.93
3/21/2017 16:00:00,50.14,3/21/2017 16:00:00,34.96,3/21/2017 16:00:00,11.72,3/21/2017 16:00:00,105.91,3/21/2017 16:00:00,64.21
3/22/2017 16:00:00,51,3/22/2017 16:00:00,35.35,3/22/2017 16:00:00,11.77,3/22/2017 16:00:00,108.07,3/22/2017 16:00:00,65.03
3/23/2017 16:00:00,50.96,3/23/2017 16:00:00,35.23,3/23/2017 16:00:00,11.67,3/23/2017 16:00:00,107.09,3/23/2017 16:00:00,64.87
3/24/2017 16:00:00,52.63,3/24/2017 16:00:00,35.16,3/24/2017 16:00:00,11.62,3/24/2017 16:00:00,107.47,3/24/2017 16:00:00,64.98
3/27/2017 16:00:00,54.04,3/27/2017 16:00:00,35.22,3/27/2017 16:00:00,11.46,3/27/2017 16:00:00,108.25,3/27/2017 16:00:00,65.1
3/28/2017 16:00:00,55.49,3/28/2017 16:00:00,35.95,3/28/2017 16:00:00,11.65,3/28/2017 16:00:00,107.69,3/28/2017 16:00:00,65.29
3/29/2017 16:00:00,55.48,3/29/2017 16:00:00,36.03,3/29/2017 16:00:00,11.68,3/29/2017 16:00:00,107.34,3/29/2017 16:00:00,65.47
3/30/2017 16:00:00,55.58,3/30/2017 16:00:00,35.98,3/30/2017 16:00:00,11.68,3/30/2017 16:00:00,109.4,3/30/2017 16:00:00,65.71
3/31/2017 16:00:00,55.66,3/31/2017 16:00:00,35.92,3/31/2017 16:00:00,11.64,3/31/2017 16:00:00,108.93,3/31/2017 16:00:00,65.86
4/3/2017 16:00:00,59.7,4/3/2017 16:00:00,35.92,4/3/2017 16:00:00,11.44,4/3/2017 16:00:00,108.38,4/3/2017 16:00:00,65.55
4/4/2017 16:00:00,60.74,4/4/2017 16:00:00,36.19,4/4/2017 16:00:00,11.37,4/4/2017 16:00:00,100.78,4/4/2017 16:00:00,65.73
4/5/2017 16:00:00,59,4/5/2017 16:00:00,36.01,4/5/2017 16:00:00,11.26,4/5/2017 16:00:00,100.03,4/5/2017 16:00:00,65.56
4/6/2017 16:00:00,59.74,4/6/2017 16:00:00,35.92,4/6/2017 16:00:00,11.27,4/6/2017 16:00:00,100.76,4/6/2017 16:00:00,65.73
4/7/2017 16:00:00,60.51,4/7/2017 16:00:00,35.84,4/7/2017 16:00:00,11.23,4/7/2017 16:00:00,100.33,4/7/2017 16:00:00,65.68
4/10/2017 16:00:00,62.48,4/10/2017 16:00:00,35.79,4/10/2017 16:00:00,11.25,4/10/2017 16:00:00,97.77,4/10/2017 16:00:00,65.53
4/11/2017 16:00:00,61.74,4/11/2017 16:00:00,35.41,4/11/2017 16:00:00,11.28,4/11/2017 16:00:00,98.12,4/11/2017 16:00:00,65.48
4/12/2017 16:00:00,59.37,4/12/2017 16:00:00,35.45,4/12/2017 16:00:00,11.23,4/12/2017 16:00:00,97.31,4/12/2017 16:00:00,65.23
4/13/2017 16:00:00,60.8,4/13/2017 16:00:00,35.26,4/13/2017 16:00:00,11.11,4/13/2017 16:00:00,95.49,4/13/2017 16:00:00,64.95
4/17/2017 16:00:00,60.29,4/17/2017 16:00:00,35.46,4/17/2017 16:00:00,11.28,4/17/2017 16:00:00,99.23,4/17/2017 16:00:00,65.48
4/18/2017 16:00:00,60.05,4/18/2017 16:00:00,35.3,4/18/2017 16:00:00,11.14,4/18/2017 16:00:00,99.29,4/18/2017 16:00:00,65.39
4/19/2017 16:00:00,61.1,4/19/2017 16:00:00,35.17,4/19/2017 16:00:00,11.19,4/19/2017 16:00:00,99.68,4/19/2017 16:00:00,65.04
4/20/2017 16:00:00,60.5,4/20/2017 16:00:00,35.61,4/20/2017 16:00:00,11.47,4/20/2017 16:00:00,101.26,4/20/2017 16:00:00,65.5
4/21/2017 16:00:00,61.12,4/21/2017 16:00:00,35.57,4/21/2017 16:00:00,11.34,4/21/2017 16:00:00,101.68,4/21/2017 16:00:00,66.4
4/24/2017 16:00:00,61.61,4/24/2017 16:00:00,35.91,4/24/2017 16:00:00,11.43,4/24/2017 16:00:00,102.95,4/24/2017 16:00:00,67.53
4/25/2017 16:00:00,62.76,4/25/2017 16:00:00,36.13,4/25/2017 16:00:00,11.48,4/25/2017 16:00:00,104.74,4/25/2017 16:00:00,67.92
4/26/2017 16:00:00,62.03,4/26/2017 16:00:00,35.92,4/26/2017 16:00:00,11.6,4/26/2017 16:00:00,104.02,4/26/2017 16:00:00,67.83
4/27/2017 16:00:00,61.73,4/27/2017 16:00:00,35.95,4/27/2017 16:00:00,11.47,4/27/2017 16:00:00,105.64,4/27/2017 16:00:00,68.27
4/28/2017 16:00:00,62.81,4/28/2017 16:00:00,35.91,4/28/2017 16:00:00,11.47,4/28/2017 16:00:00,104.3,4/28/2017 16:00:00,68.46
5/1/2017 16:00:00,64.57,5/1/2017 16:00:00,36.65,5/1/2017 16:00:00,11.42,5/1/2017 16:00:00,106.64,5/1/2017 16:00:00,69.41
5/2/2017 16:00:00,63.78,5/2/2017 16:00:00,36.88,5/2/2017 16:00:00,10.92,5/2/2017 16:00:00,103.48,5/2/2017 16:00:00,69.3
5/3/2017 16:00:00,62.2,5/3/2017 16:00:00,36.77,5/3/2017 16:00:00,11.07,5/3/2017 16:00:00,104.25,5/3/2017 16:00:00,69.08
5/4/2017 16:00:00,59.09,5/4/2017 16:00:00,36.63,5/4/2017 16:00:00,11,5/4/2017 16:00:00,103.85,5/4/2017 16:00:00,68.81
5/5/2017 16:00:00,61.67,5/5/2017 16:00:00,37.24,5/5/2017 16:00:00,11.14,5/5/2017 16:00:00,103.86,5/5/2017 16:00:00,69
5/8/2017 16:00:00,61.44,5/8/2017 16:00:00,38.25,5/8/2017 16:00:00,11.13,5/8/2017 16:00:00,102.77,5/8/2017 16:00:00,68.94
5/9/2017 16:00:00,64.25,5/9/2017 16:00:00,38.5,5/9/2017 16:00:00,11.16,5/9/2017 16:00:00,102.94,5/9/2017 16:00:00,69.04
5/10/2017 16:00:00,65.04,5/10/2017 16:00:00,38.32,5/10/2017 16:00:00,11.04,5/10/2017 16:00:00,121.29,5/10/2017 16:00:00,69.31
5/11/2017 16:00:00,64.62,5/11/2017 16:00:00,38.49,5/11/2017 16:00:00,11.01,5/11/2017 16:00:00,126.5,5/11/2017 16:00:00,68.46
5/12/2017 16:00:00,64.96,5/12/2017 16:00:00,39.03,5/12/2017 16:00:00,10.92,5/12/2017 16:00:00,127.89,5/12/2017 16:00:00,68.38
5/15/2017 16:00:00,63.18,5/15/2017 16:00:00,38.92,5/15/2017 16:00:00,10.94,5/15/2017 16:00:00,134.31,5/15/2017 16:00:00,68.43
5/16/2017 16:00:00,63.4,5/16/2017 16:00:00,38.87,5/16/2017 16:00:00,10.94,5/16/2017 16:00:00,136.81,5/16/2017 16:00:00,69.41
5/17/2017 16:00:00,61.22,5/17/2017 16:00:00,37.56,5/17/2017 16:00:00,10.76,5/17/2017 16:00:00,127.72,5/17/2017 16:00:00,67.48
5/18/2017 16:00:00,62.61,5/18/2017 16:00:00,38.14,5/18/2017 16:00:00,10.79,5/18/2017 16:00:00,133.07,5/18/2017 16:00:00,67.71
5/19/2017 16:00:00,62.17,5/19/2017 16:00:00,38.27,5/19/2017 16:00:00,10.87,5/19/2017 16:00:00,136,5/19/2017 16:00:00,67.69
5/22/2017 16:00:00,62.07,5/22/2017 16:00:00,38.5,5/22/2017 16:00:00,11.1,5/22/2017 16:00:00,138.9,5/22/2017 16:00:00,68.45
5/23/2017 16:00:00,60.77,5/23/2017 16:00:00,38.45,5/23/2017 16:00:00,11.05,5/23/2017 16:00:00,137.03,5/23/2017 16:00:00,68.68
5/24/2017 16:00:00,62.04,5/24/2017 16:00:00,38.34,5/24/2017 16:00:00,10.96,5/24/2017 16:00:00,138.57,5/24/2017 16:00:00,68.77
5/25/2017 16:00:00,63.37,5/25/2017 16:00:00,38.47,5/25/2017 16:00:00,10.86,5/25/2017 16:00:00,138.26,5/25/2017 16:00:00,69.62
5/26/2017 16:00:00,65.03,5/26/2017 16:00:00,38.4,5/26/2017 16:00:00,10.93,5/26/2017 16:00:00,141.84,5/26/2017 16:00:00,69.96
5/30/2017 16:00:00,67.02,5/30/2017 16:00:00,38.42,5/30/2017 16:00:00,11.08,5/30/2017 16:00:00,144.87,5/30/2017 16:00:00,70.41
5/31/2017 16:00:00,68.2,5/31/2017 16:00:00,38.19,5/31/2017 16:00:00,11.12,5/31/2017 16:00:00,144.35,5/31/2017 16:00:00,69.84
6/1/2017 16:00:00,68.07,6/1/2017 16:00:00,38.3,6/1/2017 16:00:00,11.41,6/1/2017 16:00:00,144.36,6/1/2017 16:00:00,70.1
6/2/2017 16:00:00,67.97,6/2/2017 16:00:00,38.86,6/2/2017 16:00:00,11.35,6/2/2017 16:00:00,143.64,6/2/2017 16:00:00,71.76
6/5/2017 16:00:00,69.46,6/5/2017 16:00:00,38.48,6/5/2017 16:00:00,11.25,6/5/2017 16:00:00,148.01,6/5/2017 16:00:00,72.28
6/6/2017 16:00:00,70.57,6/6/2017 16:00:00,38.61,6/6/2017 16:00:00,11.12,6/6/2017 16:00:00,147.34,6/6/2017 16:00:00,72.52
6/7/2017 16:00:00,71.93,6/7/2017 16:00:00,38.84,6/7/2017 16:00:00,11.07,6/7/2017 16:00:00,149.12,6/7/2017 16:00:00,72.39
6/8/2017 16:00:00,74,6/8/2017 16:00:00,38.75,6/8/2017 16:00:00,11.1,6/8/2017 16:00:00,159.94,6/8/2017 16:00:00,71.95
6/9/2017 16:00:00,71.46,6/9/2017 16:00:00,37.24,6/9/2017 16:00:00,11.13,6/9/2017 16:00:00,149.6,6/9/2017 16:00:00,70.32
6/12/2017 16:00:00,71.8,6/12/2017 16:00:00,36.35,6/12/2017 16:00:00,11.28,6/12/2017 16:00:00,149.97,6/12/2017 16:00:00,69.78
6/13/2017 16:00:00,75.19,6/13/2017 16:00:00,36.65,6/13/2017 16:00:00,11.27,6/13/2017 16:00:00,151.4,6/13/2017 16:00:00,70.65
6/14/2017 16:00:00,76.13,6/14/2017 16:00:00,36.29,6/14/2017 16:00:00,11.22,6/14/2017 16:00:00,151.72,6/14/2017 16:00:00,70.27
6/15/2017 16:00:00,75.07,6/15/2017 16:00:00,36.07,6/15/2017 16:00:00,11.24,6/15/2017 16:00:00,152.37,6/15/2017 16:00:00,69.9
6/16/2017 16:00:00,74.28,6/16/2017 16:00:00,35.57,6/16/2017 16:00:00,11.22,6/16/2017 16:00:00,151.62,6/16/2017 16:00:00,70
6/19/2017 16:00:00,73.96,6/19/2017 16:00:00,36.59,6/19/2017 16:00:00,11.24,6/19/2017 16:00:00,157.32,6/19/2017 16:00:00,70.87
6/20/2017 16:00:00,74.45,6/20/2017 16:00:00,36.25,6/20/2017 16:00:00,11.12,6/20/2017 16:00:00,157.09,6/20/2017 16:00:00,69.91
6/21/2017 16:00:00,75.28,6/21/2017 16:00:00,36.47,6/21/2017 16:00:00,11.04,6/21/2017 16:00:00,159.47,6/21/2017 16:00:00,70.27
6/22/2017 16:00:00,76.52,6/22/2017 16:00:00,36.41,6/22/2017 16:00:00,11.13,6/22/2017 16:00:00,158.37,6/22/2017 16:00:00,70.26
6/23/2017 16:00:00,76.69,6/23/2017 16:00:00,36.57,6/23/2017 16:00:00,11.04,6/23/2017 16:00:00,153.83,6/23/2017 16:00:00,71.21
6/26/2017 16:00:00,75.5,6/26/2017 16:00:00,36.46,6/26/2017 16:00:00,11.18,6/26/2017 16:00:00,152.15,6/26/2017 16:00:00,70.53
6/27/2017 16:00:00,72.47,6/27/2017 16:00:00,35.93,6/27/2017 16:00:00,11.08,6/27/2017 16:00:00,146.58,6/27/2017 16:00:00,69.21
6/28/2017 16:00:00,74.25,6/28/2017 16:00:00,36.46,6/28/2017 16:00:00,11.09,6/28/2017 16:00:00,151.75,6/28/2017 16:00:00,69.8
6/29/2017 16:00:00,72.15,6/29/2017 16:00:00,35.92,6/29/2017 16:00:00,11.17,6/29/2017 16:00:00,146.68,6/29/2017 16:00:00,68.49
6/30/2017 16:00:00,72.32,6/30/2017 16:00:00,36.01,6/30/2017 16:00:00,11.19,6/30/2017 16:00:00,144.56,6/30/2017 16:00:00,68.93
7/3/2017 16:00:00,70.52,7/3/2017 16:00:00,35.88,7/3/2017 16:00:00,11.56,7/3/2017 16:00:00,139.33,7/3/2017 16:00:00,68.17
7/5/2017 16:00:00,65.42,7/5/2017 16:00:00,36.02,7/5/2017 16:00:00,11.3,7/5/2017 16:00:00,143.05,7/5/2017 16:00:00,69.08
7/6/2017 16:00:00,61.77,7/6/2017 16:00:00,35.68,7/6/2017 16:00:00,11.18,7/6/2017 16:00:00,143.48,7/6/2017 16:00:00,68.57
7/7/2017 16:00:00,62.64,7/7/2017 16:00:00,36.05,7/7/2017 16:00:00,11.26,7/7/2017 16:00:00,146.76,7/7/2017 16:00:00,69.46
7/10/2017 16:00:00,63.21,7/10/2017 16:00:00,36.27,7/10/2017 16:00:00,11.34,7/10/2017 16:00:00,153.7,7/10/2017 16:00:00,69.98
7/11/2017 16:00:00,65.44,7/11/2017 16:00:00,36.38,7/11/2017 16:00:00,11.38,7/11/2017 16:00:00,155.88,7/11/2017 16:00:00,69.99
7/12/2017 16:00:00,65.9,7/12/2017 16:00:00,36.44,7/12/2017 16:00:00,11.47,7/12/2017 16:00:00,162.51,7/12/2017 16:00:00,71.15
7/13/2017 16:00:00,64.68,7/13/2017 16:00:00,36.94,7/13/2017 16:00:00,11.6,7/13/2017 16:00:00,160.63,7/13/2017 16:00:00,71.77
7/14/2017 16:00:00,65.56,7/14/2017 16:00:00,37.26,7/14/2017 16:00:00,11.68,7/14/2017 16:00:00,164.95,7/14/2017 16:00:00,72.78
7/17/2017 16:00:00,63.91,7/17/2017 16:00:00,37.39,7/17/2017 16:00:00,11.74,7/17/2017 16:00:00,164.25,7/17/2017 16:00:00,73.35
7/18/2017 16:00:00,65.65,7/18/2017 16:00:00,37.52,7/18/2017 16:00:00,11.75,7/18/2017 16:00:00,165.96,7/18/2017 16:00:00,73.3
7/19/2017 16:00:00,65.05,7/19/2017 16:00:00,37.76,7/19/2017 16:00:00,11.83,7/19/2017 16:00:00,165.1,7/19/2017 16:00:00,73.86
7/20/2017 16:00:00,65.98,7/20/2017 16:00:00,37.59,7/20/2017 16:00:00,11.7,7/20/2017 16:00:00,167.5,7/20/2017 16:00:00,74.22
7/21/2017 16:00:00,65.68,7/21/2017 16:00:00,37.57,7/21/2017 16:00:00,11.53,7/21/2017 16:00:00,168.1,7/21/2017 16:00:00,73.79
7/24/2017 16:00:00,68.5,7/24/2017 16:00:00,38.02,7/24/2017 16:00:00,11.29,7/24/2017 16:00:00,166.15,7/24/2017 16:00:00,73.6
7/25/2017 16:00:00,67.92,7/25/2017 16:00:00,38.19,7/25/2017 16:00:00,11.27,7/25/2017 16:00:00,165.35,7/25/2017 16:00:00,74.19
7/26/2017 16:00:00,68.77,7/26/2017 16:00:00,38.37,7/26/2017 16:00:00,11.06,7/26/2017 16:00:00,167.26,7/26/2017 16:00:00,74.05
7/27/2017 16:00:00,66.89,7/27/2017 16:00:00,37.64,7/27/2017 16:00:00,11.18,7/27/2017 16:00:00,161.74,7/27/2017 16:00:00,73.16
7/28/2017 16:00:00,67.01,7/28/2017 16:00:00,37.38,7/28/2017 16:00:00,11.17,7/28/2017 16:00:00,164.39,7/28/2017 16:00:00,73.04
7/31/2017 16:00:00,64.69,7/31/2017 16:00:00,37.18,7/31/2017 16:00:00,11.22,7/31/2017 16:00:00,162.51,7/31/2017 16:00:00,72.7
8/1/2017 16:00:00,63.91,8/1/2017 16:00:00,37.51,8/1/2017 16:00:00,10.95,8/1/2017 16:00:00,164.49,8/1/2017 16:00:00,72.58
8/2/2017 16:00:00,65.18,8/2/2017 16:00:00,39.28,8/2/2017 16:00:00,11,8/2/2017 16:00:00,164.39,8/2/2017 16:00:00,72.26
8/3/2017 16:00:00,69.42,8/3/2017 16:00:00,38.89,8/3/2017 16:00:00,10.93,8/3/2017 16:00:00,166.48,8/3/2017 16:00:00,72.15
8/4/2017 16:00:00,71.38,8/4/2017 16:00:00,39.1,8/4/2017 16:00:00,10.95,8/4/2017 16:00:00,167.21,8/4/2017 16:00:00,72.68
8/7/2017 16:00:00,71.03,8/7/2017 16:00:00,39.7,8/7/2017 16:00:00,10.92,8/7/2017 16:00:00,172.35,8/7/2017 16:00:00,72.4
8/8/2017 16:00:00,73.04,8/8/2017 16:00:00,40.02,8/8/2017 16:00:00,10.89,8/8/2017 16:00:00,170.3,8/8/2017 16:00:00,72.79
8/9/2017 16:00:00,72.71,8/9/2017 16:00:00,40.27,8/9/2017 16:00:00,10.92,8/9/2017 16:00:00,172.11,8/9/2017 16:00:00,72.47
8/10/2017 16:00:00,71.08,8/10/2017 16:00:00,38.83,8/10/2017 16:00:00,10.77,8/10/2017 16:00:00,164.74,8/10/2017 16:00:00,71.41
8/11/2017 16:00:00,71.57,8/11/2017 16:00:00,39.37,8/11/2017 16:00:00,10.77,8/11/2017 16:00:00,155.96,8/11/2017 16:00:00,72.5
8/14/2017 16:00:00,72.76,8/14/2017 16:00:00,39.96,8/14/2017 16:00:00,10.91,8/14/2017 16:00:00,168.4,8/14/2017 16:00:00,73.59
8/15/2017 16:00:00,72.47,8/15/2017 16:00:00,40.4,8/15/2017 16:00:00,10.84,8/15/2017 16:00:00,166.98,8/15/2017 16:00:00,73.22
8/16/2017 16:00:00,72.58,8/16/2017 16:00:00,40.24,8/16/2017 16:00:00,10.8,8/16/2017 16:00:00,165.15,8/16/2017 16:00:00,73.65
8/17/2017 16:00:00,70.38,8/17/2017 16:00:00,39.47,8/17/2017 16:00:00,10.64,8/17/2017 16:00:00,161.47,8/17/2017 16:00:00,72.4
8/18/2017 16:00:00,69.49,8/18/2017 16:00:00,39.38,8/18/2017 16:00:00,10.56,8/18/2017 16:00:00,161.5,8/18/2017 16:00:00,72.49
8/21/2017 16:00:00,67.57,8/21/2017 16:00:00,39.3,8/21/2017 16:00:00,10.57,8/21/2017 16:00:00,159.15,8/21/2017 16:00:00,72.15
8/22/2017 16:00:00,68.27,8/22/2017 16:00:00,39.95,8/22/2017 16:00:00,10.65,8/22/2017 16:00:00,162.55,8/22/2017 16:00:00,73.16
8/23/2017 16:00:00,70.55,8/23/2017 16:00:00,39.99,8/23/2017 16:00:00,10.71,8/23/2017 16:00:00,165.8,8/23/2017 16:00:00,72.72
8/24/2017 16:00:00,70.59,8/24/2017 16:00:00,39.82,8/24/2017 16:00:00,10.71,8/24/2017 16:00:00,165.19,8/24/2017 16:00:00,72.69
8/25/2017 16:00:00,69.61,8/25/2017 16:00:00,39.97,8/25/2017 16:00:00,10.82,8/25/2017 16:00:00,163.81,8/25/2017 16:00:00,72.82
8/28/2017 16:00:00,69.13,8/28/2017 16:00:00,40.37,8/28/2017 16:00:00,10.79,8/28/2017 16:00:00,164.97,8/28/2017 16:00:00,72.83
8/29/2017 16:00:00,69.47,8/29/2017 16:00:00,40.73,8/29/2017 16:00:00,10.84,8/29/2017 16:00:00,164.7,8/29/2017 16:00:00,73.05
8/30/2017 16:00:00,70.64,8/30/2017 16:00:00,40.84,8/30/2017 16:00:00,10.94,8/30/2017 16:00:00,165.68,8/30/2017 16:00:00,74.01
8/31/2017 16:00:00,71.18,8/31/2017 16:00:00,41,8/31/2017 16:00:00,11.03,8/31/2017 16:00:00,169.44,8/31/2017 16:00:00,74.77
9/1/2017 16:00:00,71.08,9/1/2017 16:00:00,41.01,9/1/2017 16:00:00,11.35,9/1/2017 16:00:00,170.46,9/1/2017 16:00:00,73.94
9/5/2017 16:00:00,69.92,9/5/2017 16:00:00,40.52,9/5/2017 16:00:00,11.36,9/5/2017 16:00:00,165.91,9/5/2017 16:00:00,73.61
9/6/2017 16:00:00,68.91,9/6/2017 16:00:00,40.48,9/6/2017 16:00:00,11.5,9/6/2017 16:00:00,165.81,9/6/2017 16:00:00,73.4
9/7/2017 16:00:00,70.12,9/7/2017 16:00:00,40.32,9/7/2017 16:00:00,11.4,9/7/2017 16:00:00,166.58,9/7/2017 16:00:00,74.34
9/8/2017 16:00:00,68.68,9/8/2017 16:00:00,39.66,9/8/2017 16:00:00,11.36,9/8/2017 16:00:00,163.69,9/8/2017 16:00:00,73.98
9/11/2017 16:00:00,72.74,9/11/2017 16:00:00,40.38,9/11/2017 16:00:00,11.41,9/11/2017 16:00:00,169,9/11/2017 16:00:00,74.76
9/12/2017 16:00:00,72.55,9/12/2017 16:00:00,40.22,9/12/2017 16:00:00,11.59,9/12/2017 16:00:00,169.61,9/12/2017 16:00:00,74.68
